"Content,Label"
"അച്ഛൻ  വൈദ്യനാക്കാൻ  ആഗ്രഹിച്ചു എംജെ  സിനിമയുടെ വൈദ്യക്കാരനായി     മരണം സിനിമ,negative"
"മനസ്സ് അസ്വസ്ഥമാണ് കാപ്പാന്‍ പ്രമോഷനില്‍ നിന്നും സൂര്യ മാറി നില്‍ക്കുന്നതിന് പിന്നിലെ കാരണം ഇതോ…,negative"
"മകളേയും തന്നേയും ഉപദ്രവിക്കുന്നു പൊട്ടിക്കരഞ്ഞ് പരാതിയുമായി നടി പോലീസ് സ്‌റ്റേഷനില്‍,negative"
"ആംബുലന്‍സ് ലഭിച്ചില്ല,  ഗർഭിണിയായിരുന്ന പ്രമുഖ നടിയ്ക്കും കുഞ്ഞിനും ദാരുണാന്ത്യം,negative"
"നിങ്ങളുടെ ജീവിതത്തിലെ  വില്ലനല്ല ഞാൻ ജീവിതത്തിൽ  നിന്നു പോകുന്നു, ലൈവിൽ പൊട്ടിക്കരഞ്ഞ് നടി ,negative"
"ചലച്ചിത്ര മേഖലയില്‍ നിലനില്‍ക്കുന്ന സ്ത്രീ-പുരുഷ അസമത്വം നിരാശജനകമാണ് തുറന്നുപറഞ്ഞ് പ്രിയാമണി  -പ്രിയാമണി,negative"
"എല്ലാവരും ചെയ്യുന്നുണ്ട് എന്നാൽ ആരും സമ്മതിക്കുന്നില്ല,  ആ സർജറി ദുരന്തമാണെന്ന്  പറയുന്നവരോട് നടി,negative"
"ആ കഥാപാത്രത്തെ ഏറ്റെടുത്തപ്പോള്‍ ടെന്‍ഷനായിരുന്നു തണ്ണീര്‍മത്തനെക്കുറിച്ച് വിനീത് ശ്രീനിവാസന്‍,negative"
"സിനിമ തിരഞ്ഞെടുക്കുന്ന രീതി ശരിയല്ല ചോല പിന്‍വലിക്കുന്നുവെന്ന് സംവിധായകന്‍ കുറിപ്പ് വൈറല്‍,negative"
"ചെങ്ങഴി നമ്പ്യാരാവാന്‍ ടൊവിനോ തോമസ് ഇല്ല ചിത്രത്തില്‍ നിന്നും താരം പിന്‍മാറി കാരണം ഇതോ,negative"
"യുടെ ശാപം ആണ്,negative"
"തീട്ട സംഘടനാ നീ അഭിനയിക്,negative"
"മക്കളില്ലാത്ത ആളാണ് ഞാന്‍, എനിക്കിനി മക്കള്‍ വേണ്ട വികാരധീനനായി നടന്‍ സാജു നവോദയ,negative"
"ഇതെന്റെ അവസാന ചിത്രം സിഡു മോൻ അഭിനയം നിർത്തു, വേദനയോടെ കാരണം വെളിപ്പെടുത്തി താരം ,negative"
"ഒരു ആണും പെണ്ണും ഒന്നിച്ചിരുന്നാല്‍ മതി, സദാചാര പോലീസിങ് എല്ലായിടത്തുമുണ്ടെന്ന് ഷൈന്‍ ടോം ചാക്കോ,negative"
"നടി ഭാനുപ്രിയയ്ക്കെതിരെ  ജുവനൈല്‍ വകുപ്പുകളില്‍ കേസ് കൂടുതൽ  ചോദ്യം ചെയ്യൽ ചെന്നൈയിൽ,negative"
"നാണംകെട്ടവനേ, അച്ഛനും അമ്മയും ഫോളോ ചെയ്യുന്നുണ്ട് വിര്‍ജിനാണോയെന്ന് ചോദിച്ചപ്പോള്‍ നടന്‍ പറഞ്ഞത്,negative"
"അജിത്തിന്റെ പുതിയ ചിത്രത്തില്‍ താനില്ലെന്ന് നസ്രിയ ഗോസിപ്പുകള്‍ തളളി താരം  ,negative"
"കാജള്‍ അഗര്‍വാള്‍ ആവശ്യപ്പെട്ട പ്രതിഫലം കേട്ട് സംവിധായകന്‍ ഞെട്ടി, അവസരം മുതലെടുത്തതോ …,negative"
"പല്ലുകൊഴിഞ്ഞ സൂപ്പർതാരങ്ങളും പല്ല് മുളയ്ക്കാത്ത യുവതാരങ്ങളും — ശൈലന്റെ റിവ്യൂ,negative"
"അനു സിത്താര, റിമി ടോമി, ഭാമ, നായികമാരെ വിളിച്ച് സനൂപിന്റെ പേരില്‍ വ്യാജ സല്ലാപം പ്രതി അറസ്റ്റില്‍…,negative"
"ഇത്രയും  വിചാരിച്ചില്ല നടി ദീപിക പദികോണിനെതിരെ രൂക്ഷ വിമർശനവുമയി പ്രേക്ഷകർ, …,negative"
"അമല പോളിന്‍റെ അതേ ദുര്‍വിധി സൂര്യയ്ക്കും കാപ്പാനായി കാത്തിരിക്കുന്നവരെ നിരാശപ്പെടുത്തുമോ …,negative"
"അമല പോളിന്‍റെ അതേ ദുര്‍വിധി സൂര്യയ്ക്കും കാപ്പാനായി കാത്തിരിക്കുന്നവരെ നിരാശപ്പെടുത്തുമോ …,negative"
"മഞ്ജു പത്രോസിന്റെ ചിത്രങ്ങള്‍ മോശം രീതിയില്‍ പ്രചരിപ്പിച്ചു,പരാതിയില്‍ അറസ്റ്റ്  --നടി-സിനിമ,negative"
"ഇഷ്ടപ്പെടാത്ത കാര്യങ്ങള്‍ ചെയ്തിട്ടുണ്ട് പോണ്‍ മേഖലയിലേക്ക് പോയതോടെ സ്വകാര്യത പോയെന്നും മിയ ഖലീഫ…,negative"
"ലതാ മങ്കേഷ്‌കറുടെ നില അതീവ ഗുരുതരം വെന്റിലേറ്ററില്‍,negative"
"കാര്യം കൈവിട്ട് പോയപ്പോ ചെക്കന് പേടിയായി ഇനി എന്ത് പറഞ്ഞിട്ടും കാര്യമില്ല ഭായ്   കോടി കൊടുത്താൽ ഇനി ഭായിക്ക് അഭിനയിക്കാം  എന്തൊക്കെ ബഹളം ആയിരുന്നു   ലക്ഷം  ലക്ഷം ഒരു കോടി  ഒടുക്കം പവനായി ശവമായി,negative"
"കാര്യം കൈവിട്ട് പോയപ്പോ ചെക്കന് പേടിയായി ഇനി എന്ത് പറഞ്ഞിട്ടും കാര്യമില്ല ഭായ്   കോടി കൊടുത്താൽ ഇനി ഭായിക്ക് അഭിനയിക്കാം  എന്തൊക്കെ ബഹളം ആയിരുന്നു   ലക്ഷം  ലക്ഷം ഒരു കോടി  ഒടുക്കം പവനായി ശവമായി,negative"
"എന്തെക്കെ ആയാലും ചിയാൻ വിക്രമിന്റെ കൂടെ  ചെയ്യണം അവരുടെ അടുത്ത പ്ലാൻ അത് തടയൽ ആയിരിക്കും ജോബി    അതോണ്ട് അവന്മാർ ഇതിലും     ഒപ്പം നിന്ന് കാലുവരില്ല തമിഴന്  മാര് പിന്നെ വിക്രം ഉണ്ടല്ലോ ആളുടെ   മകൻ അല്ലെ ഷെയിൻ മച്ചാൻ ആഹ്ഹ് സ്നേഹം ഉണ്ടാക്കും വിക്രത്തിനു അതോണ്ട് മോനെ ൻ  ജോബി മലയാളികളുടെ ജന്മസിദ്ധമായ ആഹ്ഹ് കുത്തിതിരിപു  കൊണ്ട് ചെന്നേക്കല്ലേ വിക്രം തല അടിച്ചു ഓട്ടയാക്കും നീ ശ്രെധിച്ചോ ചെക്കൻ തമിഴ്ലും  വേരുറപ്പിക്കും അതിന്റ കുശുമ്പഉം ഉണ്ട് ജോബി മോനും ടീമിനും പിന്നെ ഏതോ ഒരു ശക്തി കൂടി ഉണ്ട് പ്രകൃതി അത് തെളിയിലും,negative"
"പടം ഒരു ദുരന്തം,negative"
"പടം ഒരു ദുരന്തം,negative"
"തിലകൻ്റെ അഭിനയ ശേഷി കഴിഞ്ഞു എന്ന് പറഞ്ഞ് വിലക്കിയ ടിംസാ ഒപ്പം നിൽക്കേണ്ടതിന് പകരം പുകമറ സൃഷ്ടിച്ച് ഇല്ലാതാക്കാൻ ശ്രമിക്കുന്നത് പിന്നെ ട്രാപ്പിൽ പെടുത്തി ഓഡിയോ പുറത്തു വിട്ട മഹാന്മാർക്ക് നല്ല നമസ്കാരം,negative"
"തിലകൻ്റെ അഭിനയ ശേഷി കഴിഞ്ഞു എന്ന് പറഞ്ഞ് വിലക്കിയ ടിംസാ ഒപ്പം നിൽക്കേണ്ടതിന് പകരം പുകമറ സൃഷ്ടിച്ച് ഇല്ലാതാക്കാൻ ശ്രമിക്കുന്നത് പിന്നെ ട്രാപ്പിൽ പെടുത്തി ഓഡിയോ പുറത്തു വിട്ട മഹാന്മാർക്ക് നല്ല നമസ്കാരം,negative"
"മുപ്പത് കോടി ടിനീടോമിന്  ഒന്ന് പോടാ,negative"
"പടം കണ്ടു മോശം,negative"
"പടം കണ്ടു മോശം,negative"
"എടോ പൈസക്കില്ല സ്‌ക്രീൻ കണ്ടാലറിയാം ചണ്ടി ചൈന വാങ്ങി പുച്ഛം,negative"
"എടോ പൈസക്കില്ല സ്‌ക്രീൻ കണ്ടാലറിയാം ചണ്ടി ചൈന വാങ്ങി പുച്ഛം,negative"
"ഒരു മൈരും അറിയില്ല എന്നാലും റിവ്യൂ ചെയ്‌യും പയ്യന്റെ പേര് ഞങ്ങള് പറഞ്ഞു തരണോ കൊടം പോടാ ഇറങ്ങി ആദ്യം പോയി പടം കാണ്,negative"
"നിന്റെ ടീസർ ട്രയിലർ ക്ലച്ച് ആക്കുന്നില്ലല്ലോ,negative"
"നിന്റെ ടീസർ ട്രയിലർ ക്ലച്ച് ആക്കുന്നില്ലല്ലോ,negative"
"കൂടത്തായിയിൽ ജോളി കൊന്ന ആൾക്കാരുടെ ആത്മാക്കൾ അലഞ്ഞു തിരിഞ്ഞു നടക്കുന്നു   വാളയാർ പെൺകുട്ടികളുടെ ഘാതകർ എവിടെ    പെരുമ്പാവൂരിൽ ഒരു പെണ്ണിനെ ഏതോ ഒരു കഞ്ചാവ് മൃഗീയമായി കൊന്നു     വില ഇതൊക്കെയാണ് മലയാളികളുടെ വാർത്തകൾ സാദാരണക്കാരന്റെ ജീവിതത്തെ ബാധിക്കുന്ന കാര്യങ്ങൾ അല്ലാതെ ഷൈൻ നിഗം തല മൊട്ടയടിച്ചതല്ല,negative"
"കാണാൻ പോകുന്നവരെ വെറുപ്പിക്കല്ലേ     എന്തായാലും,negative"
"കാണാൻ പോകുന്നവരെ വെറുപ്പിക്കല്ലേ     എന്തായാലും,negative"
"ഷൈൻ എന്ത് തെറ്റ് ആരോട് ചെയ്തു എന്നാണ് പറയുന്നത് നീയൊക്കെ ഒരു കാര്യം മനസ്സിലാക്കണം ഒരു വോയിസ്‌ ക്ലിപ്പിന്റെ  നീയിതൊക്കെ പറയുന്നേ അതിന്റെ ഒക്കെ പിന്നിലെ കളികളൊന്നും ആർക്കും മനസ്സിലാക്കൂല അവൻ അങ്ങനെ പറയാനുനുമുണ്ടാവും ഒരു കാരണം സത്യാവസ്ഥ അറിയാതെ തുള്ളല്ലേ,negative"
"ഇവന്റെ തിന്നട്ടു എല്ലിന്റെ ഇടയിൽ കയറിയതാണ് കേരളത്തിലെ വലിയ പ്രശനം ഉപ്പുതൊട്ട് കർപ്പൂരം വരെ വിലകൂടി ജനങ്ങളുടെ ജീവിതം ദുസ്സകം ആണ് അത് പരിഹരിക്കാൻ ആരുമില്ല അപ്പോഴാണ് ഇവന്റെ കോപ്പിലെ കാര്യം,negative"
"ജോബി ചേട്ടാ   ചേട്ടൻ ഒരുപാട് ബിസിനസ് ചെയ്തിട്ടുണ്ടാവും  പല കളിയും കളിച്ചിട്ടും ഉണ്ടാവും പക്ഷേ അത് ഇവിടെ ഈ സിനിമ രംഗത്ത് ഇറക്കരുത്  ഇവിടെ കഴിവുള്ളവൻ നിൽക്കും  അത് ഒരുത്തനും തടുക്കാൻ പറ്റില്ല നിങ്ങൾ ഈ പയ്യനെ കഞ്ചാവ് എന്നോ എന്തു പറഞ്ഞു മുദ്രകുത്തി ആയാലും ശരി  ഈ പയ്യൻ നേര് ഉള്ള ഒരാളാണ് അത് എല്ലാവർക്കും അറിയാം,negative"
"പെടുക്കളെ നീയൊന്നും സപ്പോർട്ട് ചെയ്യണ്ട ചിത്ത വിളിക്കേണ്ട ഇറങ്ങി പോകാമോ  വശം ഉണ്ട്  പേരുടെ ഭാഗത്തു ന്യായം ഉണ്ട് ഒന്നും അറിയാതെ ഷൈന് തെറി വിളി ഇപ്പൊ പ്രൊഡ്യൂസർ തെറി വിളി,negative"
"നിന്റെ പാരമ്പര്യം എനിക്കില്ലഡാ  മോഞ്ഞേ മര്യധയ്ക്ക് കമന്റ്‌ ചെയ്യണം,negative"
"ടാ തായോ ളി  നിന്റെ വീട്ടിലെ  തലമുറ മുൻപുള്ളവരെ പറ്റി അന്വേഷിക്ക്  ആര് ആർക്കുകൂട്ടിക്കൊടുത്ത വകയിലാണ് നി ഉണ്ടായതെന്ന് നിനക്കു തന്നെ മനസിലാകും  അല്ലാതെ അറബി നേരിട്ടു വന്ന് ഓത്തിറക്കിയ തൊന്നുമല്ലല്ലോ നിന്നെ,negative"
"സിനിമാ നിർമ്മാണത്തിൽ  ശക്തമായ നിരീക്ഷണം നടത്തണം കൊള്ളപലിശ  കള്ളക്കടത്ത്  പെൺവാണിഭ  മയക്കു മരുന്ന് ലോബിയുടെ ബിനാമി നിർമ്മാതാക്കളെ പൊക്കണം,negative"
"ആരാ പറഞ്ഞെ ഇവന് സംസാരിക്കാൻ അറിയില്ല എന്ന് പറഞ്ഞത് ഇതൊക്കെ മുന്നേ പറഞ്ഞാൽ പോരെ  സോഷ്യൽ മീഡിയയിൽ കിടന്നു കോപ്രായം കാണിക്കാൻ നിക്കാതെ,negative"
"ലളിത യുടെ റോൾ ഇഷ്ട്ടമായവർ ഇവിടെ  അടിക്ക്,negative"
"ഈ സിനിമയിലെ ഏറ്റവും വലിയ ഒരു പോരായ്മ എന്ന് പറയാവുന്നത് എല്ലാ കഥാപാത്രങ്ങളും ഒരു തണുത്ത മട്ടിലാണ് നീങ്ങുന്നത് വില്ലനായാലും നായകനായാലും എന്നുവേണ്ട എല്ലാവരും ഒരു തണുപ്പാണ് അതുകൊണ്ടാണ് ഈ സിനിമ ശ്രദ്ധിക്കപ്പെടാതെ പോയത് എന്നാൽ  ഇന്ന് നടക്കുന്ന കാര്യമാണ് ഈ സിനിമയിലൂടെ സംവിധായകൻ ജനങ്ങളിലേക്കെത്തിക്കാൻ ശ്രമിച്ചത് പക്ഷേ അത് അത്രകണ്ട് അത് വിജയിച്ചില്ല,negative"
"അത് ചീറ്റിപ്പോയി കളയാൻ കാശുള്ളവർക്കു പോയി കാണാം എന്റെ കാശ് പോയി ഗുയ്സ്‌,negative"
"നീ മണ്ടനാണോ അതോ മമ്മൂട്ടി ഫാനാണോ ഞാൻ ഒന്ന് പറയുന്നു നീ മറ്റെന്തോ പറയുന്നു,negative"
"നീ മണ്ടനാണോ അതോ മമ്മൂട്ടി ഫാനാണോ ഞാൻ ഒന്ന് പറയുന്നു നീ മറ്റെന്തോ പറയുന്നു,negative"
"ഡേയ് കാലും പൊളിച്ചിരുന്ന തള്ളയുടെ  കള്ള വെടികളുടെ   എടുക്കേണ്ട ഗതികേട് നിനക്ക് മാത്രമേ ഒള്ളു  വേറെ ആർക്കും ഇല്ല  എല്ലാവരും അങ്ങനെ ആണെന്ന് കരുതരുത്,negative"
"സിനിമയെക്കുറിച്ചും നമ്മളുടെ നടന്മ്മാരെക്കുറിച്ചും പറയാനോ  അവര്ക് മാർക്ക്‌ ഇടണോ ഉള്ള യോഗ്യത നിങ്ങൾക് ഉണ്ടോയെന്നു സ്വയം വിലയിരുത്തുക മറ്റുള്ളവരുടെ കഞ്ഞിയിൽ പാറ്റ ഇട്ടേച്ചു സ്വന്തമായി ബിരിയാണി കഴിക്കുന്ന കൊണോത്തിലെ പരുപാടി ആണ് ഇ പടത്തിനു റിവ്യൂ ഇടുന്നത് ഇഷ്ടമുള്ളവർ പോയ്‌ പടം കാണട്ടെ കൊള്ളാമെങ്കിൽ പടം വിജയിക്കട്ടെ,negative"
"എന്തെങ്കിലും പറഞ്ഞാൽ കഞ്ചാവ്  ഈ പാവത്തിന് ഒതുക്കാൻ നോക്കിയത് ആണല്ലോ,negative"
"ഇവൻ ആദ്യം ചെയ്ത ലൈവ് കണ്ടപ്പോ പക്യത ഇല്ലാത്ത പെരുമാറ്റമായ് തോന്നി,negative"
"അല്ല ഒതുക്കാൻ മാത്രം അബി എന്താണ് തെളിയിച്ചിട്ടുള്ളത് എടുത്തു പറയത്തക്ക പ്രശസ്തി നേടിയ ഒരു സിനിമ കഥാപാത്രമെങ്കിലും അങ്ങേർക്കുണ്ടോ ചുമ്മാതങ്ങു തള്ളിവിട്ടാൽ മതിയല്ലോ അബിയെ ഒതുക്കി പോലും കഴിവുള്ളവനാണെങ്കിൽ കയറി വരും അല്ലാത്തവർ പിന്നിലാകും അത് സ്വാഭാവികമാണ് അതിന് എല്ലാരും ചേർന്ന് ഒതുക്കിയെന്നൊക്കെ പറഞ്ഞു മോങ്ങിട്ട് കാര്യമില്ല,negative"
"അല്ല ഒതുക്കാൻ മാത്രം അബി എന്താണ് തെളിയിച്ചിട്ടുള്ളത് എടുത്തു പറയത്തക്ക പ്രശസ്തി നേടിയ ഒരു സിനിമ കഥാപാത്രമെങ്കിലും അങ്ങേർക്കുണ്ടോ ചുമ്മാതങ്ങു തള്ളിവിട്ടാൽ മതിയല്ലോ അബിയെ ഒതുക്കി പോലും കഴിവുള്ളവനാണെങ്കിൽ കയറി വരും അല്ലാത്തവർ പിന്നിലാകും അത് സ്വാഭാവികമാണ് അതിന് എല്ലാരും ചേർന്ന് ഒതുക്കിയെന്നൊക്കെ പറഞ്ഞു മോങ്ങിട്ട് കാര്യമില്ല,negative"
"ഇവൻ ഇത് എന്ത് തേങ്ങായാ പറയണേ,negative"
"ഇവൻ ഇത് എന്ത് തേങ്ങായാ പറയണേ,negative"
"കോപ്പ്,negative"
"കോപ്പ്,negative"
"അഭിജിത്തിന് സിനിമയെ പറ്റി വലിയ ധാരണയൊന്നുമില്ലെന്ന് തോന്നുന്നു,negative"
"വർത്തമാനം പറയാത്ത ഈ ഭൂതത്തിന്റെ കൈയിലാണ് നമ്മുടെ ഭാവി,negative"
"ആരും ചെക്കനെ തെറി പറയേണ്ട ഉണ്ട് യൂട്യൂബിൽ കയറി റിവ്യൂ പറയാൻ ഏതു പൊട്ടനും പറ്റും അതിനൊരു യോഗ്യത ഒന്നും വേണ്ട ആരും തെറി ഒന്നും പറയണ്ട വിട്ടേക്ക് വീട്ടിലെ ചൊറിയും കുത്തിയിരിക്കുമ്പോൾ  കുഴപ്പം എന്തെങ്കിലുമൊക്കെ ചെയ്യേണ്ടേ ഏ അതായത് കരുതിയാ മതി ഏതു മണ്ടൻ വേണമെങ്കിലും യൂട്യൂബിൽ വീട് വീഡിയോ ഇടാം അത് ആരും മറക്കരുത്,negative"
"ആരും ചെക്കനെ തെറി പറയേണ്ട ഉണ്ട് യൂട്യൂബിൽ കയറി റിവ്യൂ പറയാൻ ഏതു പൊട്ടനും പറ്റും അതിനൊരു യോഗ്യത ഒന്നും വേണ്ട ആരും തെറി ഒന്നും പറയണ്ട വിട്ടേക്ക് വീട്ടിലെ ചൊറിയും കുത്തിയിരിക്കുമ്പോൾ  കുഴപ്പം എന്തെങ്കിലുമൊക്കെ ചെയ്യേണ്ടേ ഏ അതായത് കരുതിയാ മതി ഏതു മണ്ടൻ വേണമെങ്കിലും യൂട്യൂബിൽ വീട് വീഡിയോ ഇടാം അത് ആരും മറക്കരുത്,negative"
"ഇത് കണ്ടു കഴിഞ്ഞു ഞാൻ തലയിൽ ശെരിക്കു എണ്ണ തേച്ചു ചൂടുവെള്ളത്തിൽ കുളിച്ച് അല്ലെങ്കിൽ എനിക്കും വട്ടു പിടിക്കും,negative"
"ഇത് കണ്ടു കഴിഞ്ഞു ഞാൻ തലയിൽ ശെരിക്കു എണ്ണ തേച്ചു ചൂടുവെള്ളത്തിൽ കുളിച്ച് അല്ലെങ്കിൽ എനിക്കും വട്ടു പിടിക്കും,negative"
"അറിയില്ലാത്ത  കാര്യങ്ങളിൽ  കൊണകരുത്   കണക്  പോലും  ഇതോടെ  നിർത്തി  നിന്റെ  ചാനൽ  കാഴ്ച,negative"
"ജോബി മോനേ ടാ ചെറുക്കാ മുതലെടുക്കണയാണോ നീ ഇതൊന്നും അത്ര നല്ലതല്ല കേട്ടോ,negative"
"ജോബി മോനേ ടാ ചെറുക്കാ മുതലെടുക്കണയാണോ നീ ഇതൊന്നും അത്ര നല്ലതല്ല കേട്ടോ,negative"
"കാണാൻ ഭംഗി ഇല്ല ഐഫോണിനു താഴെ ഇത്ര ബേസിൽ ഇല്ല,negative"
"കാണാൻ ഭംഗി ഇല്ല ഐഫോണിനു താഴെ ഇത്ര ബേസിൽ ഇല്ല,negative"
"പടം എല്ലാവരും കാണാതിരുന്നാൽ മതി,negative"
"എന്ത് ഊളയാടൊ താന്‍   കോടി പോലും,negative"
"പോടാ പോടാ,negative"
"പോടാ പോടാ,negative"
"വലിയ പ്രീതിക്ഷ വെക്കേണ്ട പടം ഫുൾ ലാഗ് ആണ്  ശോകം ഇക്കയെ ഇടക്ക് മിന്നായം പോലെ കണ്ടു മൊത്തത്തിൽ അമിത പ്രിതീക്ഷ ഇല്ലാതെ പോയാൽ ഒരു തവണ വേണമെങ്കിൽ കാണാം,negative"
"സവാളയ്ക്കും ഉള്ളിക്കും എന്താ വില ജീവിക്കാൻ പറ്റണില്ല,negative"
"പോടാ ഉളെ,negative"
"പോടാ ഉളെ,negative"
"ഇതൊരു വികാര പ്രകടനം മാത്രമാണ് ഇവൻ ചെയ്തത് ചെറ്റ തെരത്തിന്റെ അങ്ങേ അറ്റം ആണ്  എന്തു കാരണം പറഞ്ഞു ന്യായീകരിക്കാനനും സാധിക്കില്ല അതു മനസ്സിലാകാതെ കമന്റ്‌  ഇടല്ലേ പ്ലീസ്,negative"
"ഈ ഫോണിന്റെ പോരായ്മകൾ എന്താ പറയാതിരുന്നത്   ഉപയോഗിക്കാൻ പറ്റാത്തത് ഒരു വലിയ പോരായ്മ തന്നെയാണ്,negative"
"ഈ പൂറീ മോന്റെ ഒരു പടവും ഞാൻ കാണില്ല ലാലേട്ടനും മമ്മുക്കയും ഉണ്ടാകുമ്പോൾ ഈ അഹങ്കാരി വീട്ടിൽ ഇരിക്കട്ടെ,negative"
"തായോളി ലാലപ്പൻ മൂഞ്ചി,negative"
"തായോളി ലാലപ്പൻ മൂഞ്ചി,negative"
"ഇവന്മാരുടെ സംഘടന ഉടായിപ്പാന്ന്,negative"
"ഇവന്മാരുടെ സംഘടന ഉടായിപ്പാന്ന്,negative"
"ഇവന്മാരുടെ സംഘടന ഉടായിപ്പാന്ന്,negative"
